3001_21_JUMP_STREET_00.07.38.051-00.07.40.932	00.07.38.051	00.07.40.932	00.07.38.051	00.07.40.932	SOMEONE rides after him.
3001_21_JUMP_STREET_00.07.46.775-00.07.55.351	00.07.46.775	00.07.55.351	00.07.46.775	00.07.55.351	Pulling out in front of the bearded bikers, SOMEONE gets off his bike and draws his gun.
3001_21_JUMP_STREET_00.07.59.855-00.08.05.513	00.07.59.855	00.08.05.513	00.07.59.855	00.08.05.513	Elsewhere, SOMEONE vaults off a post and tackles the leader.
3001_21_JUMP_STREET_00.08.08.173-00.08.10.891	00.08.08.173	00.08.10.891	00.08.08.173	00.08.10.891	The biker knocks him over and runs off.
3001_21_JUMP_STREET_00.08.13.371-00.08.13.697	00.08.13.371	00.08.13.697	00.08.12.534	00.08.14.534	With the gang leader.
3001_21_JUMP_STREET_00.08.13.697-00.08.26.593	00.08.13.697	00.08.26.593	00.08.13.697	00.08.26.593	Straddling the leader's rear, SOMEONE humps him as he cuffs him.
3001_21_JUMP_STREET_00.08.30.808-00.08.39.023	00.08.30.808	00.08.39.023	00.08.30.808	00.08.39.023	SOMEONE leaps into SOMEONE's arms and the athletic cop swings his partner around.
3001_21_JUMP_STREET_00.08.39.601-00.08.42.843	00.08.39.601	00.08.42.843	00.08.39.601	00.08.42.843	They face the gang leader.
3001_21_JUMP_STREET_00.08.42.843-00.08.48.277	00.08.42.843	00.08.48.277	00.08.42.843	00.08.48.277	As SOMEONE pretends to hump him SOMEONE kneels by his face.
3001_21_JUMP_STREET_00.08.48.453-00.08.50.918	00.08.48.453	00.08.50.918	00.08.48.453	00.08.50.918	Nearby young families gawk with horrified expressions.
3001_21_JUMP_STREET_00.08.51.476-00.08.57.394	00.08.51.476	00.08.57.394	00.08.51.476	00.08.57.394	SOMEONE fires his gun skyward and the families flee.
3001_21_JUMP_STREET_00.08.57.715-00.09.06.313	00.08.57.715	00.09.06.313	00.08.57.715	00.09.06.313	Later, they strut into a police station passing two hookers.
3001_21_JUMP_STREET_00.10.21.308-00.10.23.286	00.10.21.308	00.10.23.286	00.10.21.297	00.10.23.297	In an office, The Deputy Chief flicks the cut.
3001_21_JUMP_STREET_00.11.19.806-00.11.23.729	00.11.19.806	00.11.23.729	00.11.19.806	00.11.23.729	Now outside an abandoned church.
3001_21_JUMP_STREET_00.11.22.032-00.11.24.605	00.11.22.032	00.11.24.605	00.11.22.032	00.11.24.605	SOMEONE parks a faded hatchback at the curb.
3001_21_JUMP_STREET_00.11.24.605-00.11.33.620	00.11.24.605	00.11.33.620	00.11.24.605	00.11.33.620	Getting out with him, SOMEONE reads a sign at the entrance printed in Korean and English.
3001_21_JUMP_STREET_00.11.36.061-00.11.40.852	00.11.36.061	00.11.40.852	00.11.36.061	00.11.40.852	He leads his partner through the front gate.
3001_21_JUMP_STREET_00.11.38.097-00.11.39.618	00.11.38.097	00.11.39.618	00.11.37.858	00.11.39.858	Stickers on its mailbox spell out 21 Jump Street.
3001_21_JUMP_STREET_00.11.40.133-00.11.41.118	00.11.40.133	00.11.41.118	00.11.39.626	00.11.41.626	Stepping inside.
3001_21_JUMP_STREET_00.11.41.289-00.11.50.111	00.11.41.289	00.11.50.111	00.11.41.289	00.11.50.111	The uniform cops walk through a storage area and enter a small chapel.
3001_21_JUMP_STREET_00.11.50.111-00.11.52.038	00.11.50.111	00.11.52.038	00.11.50.075	00.11.52.075	Where youthful looking cops in street clothes lounge in the pews.
3001_21_JUMP_STREET_00.11.52.038-00.11.54.078	00.11.52.038	00.11.54.078	00.11.52.038	00.11.54.078	A woman with long blonde hair turns.
3001_21_JUMP_STREET_00.11.54.078-00.11.55.465	00.11.54.078	00.11.55.465	00.11.53.772	00.11.55.772	So does an Asian woman with bleached hair.
3001_21_JUMP_STREET_00.11.56.116-00.11.59.711	00.11.56.116	00.11.59.711	00.11.56.116	00.11.59.711	SOMEONE and SOMEONE sit in the rear pew.
3001_21_JUMP_STREET_00.12.02.161-00.12.09.855	00.12.02.161	00.12.09.855	00.12.02.161	00.12.09.855	An older African-American police officer wearing a badge on one hip and a gun on the other steps out to the pulpit and scowls at them.
3001_21_JUMP_STREET_00.12.11.223-00.12.13.168	00.12.11.223	00.12.13.168	00.12.11.196	00.12.13.196	SOMEONE nods meekly.
3001_21_JUMP_STREET_00.12.49.209-00.12.53.456	00.12.49.209	00.12.53.456	00.12.49.209	00.12.53.456	He spreads his hands in a dramatic shrug.
3001_21_JUMP_STREET_00.12.59.829-00.13.01.580	00.12.59.829	00.13.01.580	00.12.59.705	00.13.01.705	He points out SOMEONE.
3001_21_JUMP_STREET_00.13.26.497-00.13.30.337	00.13.26.497	00.13.30.337	00.13.26.497	00.13.30.337	Now in the headquarters make-shift bullpen.
3001_21_JUMP_STREET_00.13.47.753-00.13.49.029	00.13.47.753	00.13.49.029	00.13.47.391	00.13.49.391	The Captain eyes SOMEONE.
3001_21_JUMP_STREET_00.14.23.006-00.14.25.880	00.14.23.006	00.14.25.880	00.14.23.006	00.14.25.880	An online video.
3001_21_JUMP_STREET_00.14.25.142-00.14.30.966	00.14.25.142	00.14.30.966	00.14.25.142	00.14.30.966	He shows drugs.
3001_21_JUMP_STREET_00.14.49.421-00.14.50.868	00.14.49.421	00.14.50.868	00.14.49.145	00.14.51.145	A colorful title card appears on the video:"Phase One: The Gigs.".
3001_21_JUMP_STREET_00.14.51.389-00.14.52.558	00.14.51.389	00.14.52.558	00.14.50.974	00.14.52.974	The teens laughs uncontrollably.
3001_21_JUMP_STREET_00.14.54.907-00.14.56.301	00.14.54.907	00.14.56.301	00.14.54.604	00.14.56.604	Another title: "Phase Two: Tripping Major Ballsack.".
3001_21_JUMP_STREET_00.14.57.197-00.15.00.857	00.14.57.197	00.15.00.857	00.14.57.197	00.15.00.857	The teen stares into the camera with a stunned expression.
3001_21_JUMP_STREET_00.15.04.171-00.15.10.410	00.15.04.171	00.15.10.410	00.15.04.171	00.15.10.410	He plays an acoustic guitar while blowing a harmonica attached to a neck rack.
3001_21_JUMP_STREET_00.15.16.598-00.15.19.677	00.15.16.598	00.15.19.677	00.15.16.598	00.15.19.677	The teen dances, rips the clothes from his closet, trashes a piano keyboard and then leans close to the camera.
3001_21_JUMP_STREET_00.15.47.144-00.15.49.343	00.15.47.144	00.15.49.343	00.15.47.144	00.15.49.343	The Captain glares at SOMEONE.
3001_21_JUMP_STREET_00.16.42.833-00.16.43.961	00.16.42.833	00.16.43.961	00.16.42.397	00.16.44.397	The Captain slaps the desk.
3001_21_JUMP_STREET_00.16.53.774-00.16.58.299	00.16.53.774	00.16.58.299	00.16.53.774	00.16.58.299	Later, as SOMEONE walks through the bullpen the lights cut out.
3001_21_JUMP_STREET_00.16.58.976-00.17.05.025	00.16.58.976	00.17.05.025	00.16.58.976	00.17.05.025	Passing the chapels few remaining pews he approaches the alter.
3001_21_JUMP_STREET_00.17.05.025-00.17.11.484	00.17.05.025	00.17.11.484	00.17.05.025	00.17.11.484	where a statue depicts Jesus reaching from the cross.
3001_21_JUMP_STREET_00.17.11.527-00.17.13.334	00.17.11.527	00.17.13.334	00.17.11.431	00.17.13.431	A dove in his outstretched hand.
3001_21_JUMP_STREET_00.17.03.791-00.17.09.273	00.17.03.791	00.17.09.273	00.17.03.791	00.17.09.273	SOMEONE kneels.
3001_21_JUMP_STREET_00.17.50.944-00.17.57.996	00.17.50.944	00.17.57.996	00.17.50.944	00.17.57.996	Behind him SOMEONE bites his fist and doubles over with laughter.
3001_21_JUMP_STREET_00.17.58.867-00.18.00.675	00.17.58.867	00.18.00.675	00.17.58.771	00.18.00.771	The Captain opens his office window.
3001_21_JUMP_STREET_00.18.19.315-00.18.21.904	00.18.19.315	00.18.21.904	00.18.19.315	00.18.21.904	Now outside a home.
3001_21_JUMP_STREET_00.18.36.970-00.18.39.995	00.18.36.970	00.18.39.995	00.18.36.970	00.18.39.995	SOMEONE eyes a wall of his childhood portraits.
3001_21_JUMP_STREET_00.18.44.518-00.18.48.179	00.18.44.518	00.18.48.179	00.18.44.518	00.18.48.179	SOMEONE picks up a vase.
3001_21_JUMP_STREET_00.19.49.334-00.19.51.776	00.19.49.334	00.19.51.776	00.19.49.334	00.19.51.776	She answers the door.
3001_21_JUMP_STREET_00.20.36.800-00.20.45.539	00.20.36.800	00.20.45.539	00.20.36.800	00.20.45.539	In the morning, SOMEONE and SOMEONE wake to find SOMEONE's father using an elliptical machine at their feet.
3001_21_JUMP_STREET_00.20.48.327-00.20.51.028	00.20.48.327	00.20.51.028	00.20.48.327	00.20.51.028	Later they shave.
3001_21_JUMP_STREET_00.21.03.825-00.21.05.370	00.21.03.825	00.21.05.370	00.21.03.598	00.21.05.598	Now the pickup bagged lunches with the names SOMEONE and Doug written in quotes.
3001_21_JUMP_STREET_00.21.12.531-00.21.14.331	00.21.12.531	00.21.14.331	00.21.12.431	00.21.14.431	SOMEONE eyes his shoulders.
3001_21_JUMP_STREET_00.21.26.955-00.21.30.031	00.21.26.955	00.21.30.031	00.21.26.955	00.21.30.031	They go outside.
3001_21_JUMP_STREET_00.21.47.698-00.21.50.187	00.21.47.698	00.21.50.187	00.21.47.698	00.21.50.187	SOMEONE eyes his hatchback.
3001_21_JUMP_STREET_00.21.50.802-00.21.54.546	00.21.50.802	00.21.54.546	00.21.50.802	00.21.54.546	Now, at a police impound a female officer walks them to a 1970s Camaro.
3001_21_JUMP_STREET_00.22.03.858-00.22.06.180	00.22.03.858	00.22.06.180	00.22.03.858	00.22.06.180	Now in the driver's seat SOMEONE revs the engine.
3001_21_JUMP_STREET_00.22.08.666-00.22.11.556	00.22.08.666	00.22.11.556	00.22.08.666	00.22.11.556	He drives toward SOMEONE who nimbly rolls over the hood and lands safely on the ground.
3001_21_JUMP_STREET_00.22.14.762-00.22.17.481	00.22.14.762	00.22.17.481	00.22.14.762	00.22.17.481	SOMEONE runs back to him.
3001_21_JUMP_STREET_00.22.21.688-00.22.27.384	00.22.21.688	00.22.27.384	00.22.21.688	00.22.27.384	As SOMEONE drives at him, SOMEONE slams up on the hood, then slides to the pavement.
3001_21_JUMP_STREET_00.22.29.240-00.22.31.545	00.22.29.240	00.22.31.545	00.22.29.240	00.22.31.545	His partner rushes out to him.
3001_21_JUMP_STREET_00.22.31.711-00.22.33.907	00.22.31.711	00.22.33.907	00.22.31.711	00.22.33.907	SOMEONE sprawls, unmoving.
3001_21_JUMP_STREET_00.22.34.932-00.22.42.998	00.22.34.932	00.22.42.998	00.22.34.932	00.22.42.998	Now, the Camaro pulls into a high school parking lot bustling with teens.
3001_21_JUMP_STREET_00.22.42.998-00.22.47.537	00.22.42.998	00.22.47.537	00.22.42.998	00.22.47.537	They pull into a handicapped spot.
3001_21_JUMP_STREET_00.22.48.931-00.22.55.953	00.22.48.931	00.22.55.953	00.22.48.931	00.22.55.953	In slow motion the undercover cops get out and sling their backpacks over one shoulder.
3001_21_JUMP_STREET_00.22.55.953-00.23.02.941	00.22.55.953	00.23.02.941	00.22.55.953	00.23.02.941	They notice every student around them wearing their backpacks strapped to both shoulders.
3001_21_JUMP_STREET_00.23.14.474-00.23.17.028	00.23.14.474	00.23.17.028	00.23.14.474	00.23.17.028	One teen sneers.
3001_21_JUMP_STREET_00.23.14.646-00.23.16.429	00.23.14.646	00.23.16.429	00.23.14.538	00.23.16.538	He eyes black clad teens.
3001_21_JUMP_STREET_00.23.18.030-00.23.19.640	00.23.18.030	00.23.19.640	00.23.17.835	00.23.19.835	He spots scrawny awkward kids.
3001_21_JUMP_STREET_00.23.20.978-00.23.23.065	00.23.20.978	00.23.23.065	00.23.20.978	00.23.23.065	He notices teens in Rockabilly clothes.
3001_21_JUMP_STREET_00.23.24.961-00.23.26.938	00.23.24.961	00.23.26.938	00.23.24.950	00.23.26.950	Other girls wear kooky Harajuku fashions.
3001_21_JUMP_STREET_00.23.28.404-00.23.30.572	00.23.28.404	00.23.30.572	00.23.28.404	00.23.30.572	Looking head SOMEONE stares.
3001_21_JUMP_STREET_00.23.30.572-00.23.35.856	00.23.30.572	00.23.35.856	00.23.30.572	00.23.35.856	In slow-motion a fresh-faced blonde with a sunny smile rides a bicycle through the quad.
3001_21_JUMP_STREET_00.23.38.661-00.23.41.155	00.23.38.661	00.23.41.155	00.23.38.661	00.23.41.155	She arrives before a handsome boy.
3001_21_JUMP_STREET_00.23.41.560-00.23.45.039	00.23.41.560	00.23.45.039	00.23.41.560	00.23.45.039	He kisses her, then sees the newcomers.
3001_21_JUMP_STREET_00.24.24.400-00.24.26.565	00.24.24.400	00.24.26.565	00.24.24.400	00.24.26.565	SOMEONE punches him in the face.
3001_21_JUMP_STREET_00.24.35.733-00.24.38.964	00.24.35.733	00.24.38.964	00.24.35.733	00.24.38.964	A crowd gathers.
3001_21_JUMP_STREET_00.24.51.847-00.24.55.408	00.24.51.847	00.24.55.408	00.24.51.847	00.24.55.408	With the principal.
3001_21_JUMP_STREET_00.25.25.920-00.25.27.774	00.25.25.920	00.25.27.774	00.25.25.847	00.25.27.847	SOMEONE nods.
3001_21_JUMP_STREET_00.25.34.288-00.25.38.272	00.25.34.288	00.25.38.272	00.25.34.288	00.25.38.272	SOMEONE eyes SOMEONE.
3001_21_JUMP_STREET_00.26.15.107-00.26.16.554	00.26.15.107	00.26.16.554	00.26.14.831	00.26.16.831	Now in a drama class.
3001_21_JUMP_STREET_00.26.29.805-00.26.31.109	00.26.29.805	00.26.31.109	00.26.29.457	00.26.31.457	SOMEONE leans toward the pretty blonde.
3001_21_JUMP_STREET_00.27.34.103-00.27.36.103	00.27.34.103	00.27.36.103	00.27.34.103	00.27.36.103	She directs his gaze to the back of a chair.
3001_21_JUMP_STREET_00.27.36.264-00.27.38.715	00.27.36.264	00.27.38.715	00.27.36.264	00.27.38.715	Next to a sticker depicting poop with a halo, a hand-scrawled arrow points to a phone number.
3001_21_JUMP_STREET_00.27.45.053-00.27.48.453	00.27.45.053	00.27.48.453	00.27.45.053	00.27.48.453	He sends a text to the number: "Looking for hook-up.".
3001_21_JUMP_STREET_00.28.33.007-00.28.36.307	00.28.33.007	00.28.36.307	00.28.33.007	00.28.36.307	In a chemistry class.
3001_21_JUMP_STREET_00.28.37.007-00.28.38.454	00.28.37.007	00.28.38.454	00.28.36.731	00.28.38.731	The red-haired teacher beams.
3001_21_JUMP_STREET_00.28.39.970-00.28.44.614	00.28.39.970	00.28.44.614	00.28.39.970	00.28.44.614	The red-haired teacher and other students clap.
3001_21_JUMP_STREET_00.29.10.458-00.29.16.038	00.29.10.458	00.29.16.038	00.29.10.458	00.29.16.038	SOMEONE faces SOMEONE.
3001_21_JUMP_STREET_00.29.17.394-00.29.18.299	00.29.17.394	00.29.18.299	00.29.16.847	00.29.18.847	SOMEONE gives a perplexed shake of the head.
3001_21_JUMP_STREET_00.29.29.652-00.29.30.737	00.29.29.652	00.29.30.737	00.29.29.195	00.29.31.195	The teacher arrives.
3001_21_JUMP_STREET_00.29.30.737-00.29.34.487	00.29.30.737	00.29.34.487	00.29.30.737	00.29.34.487	She gives him a quiz and winks flirtatiously.
3001_21_JUMP_STREET_00.29.34.699-00.29.36.883	00.29.34.699	00.29.36.883	00.29.34.699	00.29.36.883	Her gaze lingers on him as she steps away.
3001_21_JUMP_STREET_00.29.37.979-00.29.42.124	00.29.37.979	00.29.42.124	00.29.37.979	00.29.42.124	In drama, SOMEONE stands on a small stage facing the class.
3001_21_JUMP_STREET_00.29.42.124-00.29.46.990	00.29.42.124	00.29.46.990	00.29.42.124	00.29.46.990	He sways nervously and takes a deep breath as a keyboardist struggles to cue him in.
3001_21_JUMP_STREET_00.29.47.490-00.29.49.390	00.29.47.490	00.29.49.390	00.29.47.440	00.29.49.440	Smirking, SOMEONE tilts her head.
3001_21_JUMP_STREET_00.30.11.894-00.30.14.336	00.30.11.894	00.30.14.336	00.30.11.894	00.30.14.336	SOMEONE digs for his phone.
3001_21_JUMP_STREET_00.30.26.180-00.30.29.839	00.30.26.180	00.30.29.839	00.30.26.180	00.30.29.839	Taking the quiz SOMEONE reads a question.
3001_21_JUMP_STREET_00.30.36.573-00.30.40.797	00.30.36.573	00.30.40.797	00.30.36.573	00.30.40.797	He circles the remaining answers at random then steps up behind the teacher to turn in his quiz.
3001_21_JUMP_STREET_00.30.54.043-00.30.55.998	00.30.54.043	00.30.55.998	00.30.54.021	00.30.56.021	SOMEONE gets a text from SOMEONE reading, hallway now.
3001_21_JUMP_STREET_00.31.00.908-00.31.03.395	00.31.00.908	00.31.03.395	00.31.00.908	00.31.03.395	She smiles coquettishly.
3001_21_JUMP_STREET_00.31.16.371-00.31.18.056	00.31.16.371	00.31.18.056	00.31.16.214	00.31.18.214	Now the two cops run down a hall.
3001_21_JUMP_STREET_00.31.18.572-00.31.23.036	00.31.18.572	00.31.23.036	00.31.18.572	00.31.23.036	Now they enter a darkened classroom with the window blinds drawn.
3001_21_JUMP_STREET_00.31.23.321-00.31.27.164	00.31.23.321	00.31.27.164	00.31.23.321	00.31.27.164	Stacks of old computers and other equipment fill the room.
3001_21_JUMP_STREET_00.31.27.164-00.31.33.376	00.31.27.164	00.31.33.376	00.31.27.164	00.31.33.376	Moving further inside the two undercover cops find the handsome, sensitive teen working alone at a computer.
3001_21_JUMP_STREET_00.32.29.790-00.32.31.266	00.32.29.790	00.32.31.266	00.32.29.528	00.32.31.528	A pencil case holds wafers depicting the haloed poop logo.
3001_21_JUMP_STREET_00.32.51.212-00.32.53.461	00.32.51.212	00.32.53.461	00.32.51.212	00.32.53.461	SOMEONE eyes SOMEONE who nods.
3001_21_JUMP_STREET_00.32.53.461-00.32.57.392	00.32.53.461	00.32.57.392	00.32.53.461	00.32.57.392	They each take a wafer sealed in a baggie.
3001_21_JUMP_STREET_00.33.01.451-00.33.09.756	00.33.01.451	00.33.09.756	00.33.01.451	00.33.09.756	The click the wafers together as if in a toast then pop them in their mouths.
3001_21_JUMP_STREET_00.33.16.349-00.33.18.238	00.33.16.349	00.33.18.238	00.33.16.294	00.33.18.294	Now they rush into a toilet stall.
3001_21_JUMP_STREET_00.33.18.773-00.33.21.476	00.33.18.773	00.33.21.476	00.33.18.773	00.33.21.476	They gag themselves.
3001_21_JUMP_STREET_00.33.44.490-00.33.50.786	00.33.44.490	00.33.50.786	00.33.44.490	00.33.50.786	They jam their fingers into each other's mouths and gag each other.
3001_21_JUMP_STREET_00.33.52.035-00.33.57.289	00.33.52.035	00.33.57.289	00.33.52.035	00.33.57.289	An elderly janitor shuffling past pauses and looks on.
3001_21_JUMP_STREET_00.33.57.289-00.34.02.921	00.33.57.289	00.34.02.921	00.33.57.289	00.34.02.921	As the undercover cops gag each other again, the janitor turns and wearily shuffles away.
3001_21_JUMP_STREET_00.34.16.757-00.34.19.550	00.34.16.757	00.34.19.550	00.34.16.757	00.34.19.550	In the hall they encounter a coach.
3001_21_JUMP_STREET_00.34.21.238-00.34.27.695	00.34.21.238	00.34.27.695	00.34.21.238	00.34.27.695	He takes SOMEONE's note.
3001_21_JUMP_STREET_00.34.33.717-00.34.37.573	00.34.33.717	00.34.37.573	00.34.33.717	00.34.37.573	The coach eyes SOMEONE's physique.
3001_21_JUMP_STREET_00.34.48.202-00.34.49.290	00.34.48.202	00.34.49.290	00.34.47.746	00.34.49.746	SOMEONE raises his hand.
3001_21_JUMP_STREET_00.34.49.240-00.34.49.944	00.34.49.240	00.34.49.944	00.34.48.592	00.34.50.592	The couch swats at his reaching hand.
3001_21_JUMP_STREET_00.35.07.910-00.35.10.817	00.35.07.910	00.35.10.817	00.35.07.910	00.35.10.817	SOMEONE laughs.
